schedule_id,train_id,train_no,train_name,train_type,priority_value,priority_name,final_priority,station_id,station_name,scheduled_arrival,scheduled_departure,platform_no,track_id,order_no,avg_delay_minutes
3956,484,65883,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.18,10,Khatipura,2025-10-02 08:08:17.652,2025-10-02 08:22:17.652,35,1,12,65.5
3957,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-26 17:23:01.589,2025-10-26 17:30:01.589,4,1,1,65.7
3958,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,2,Bais Godam,2025-10-26 18:59:07.849,2025-10-26 19:13:07.849,8,1,2,65.7
3959,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-26 21:09:01.589,2025-10-26 21:20:01.589,12,1,3,65.7
3960,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-26 23:42:01.589,2025-10-26 23:48:01.589,10,1,4,65.7
3961,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-27 02:18:01.589,2025-10-27 02:23:01.589,11,1,5,65.7
3962,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-27 03:28:01.589,2025-10-27 03:36:01.589,13,1,6,65.7
3963,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-27 05:19:01.589,2025-10-27 05:24:01.589,15,1,7,65.7
3964,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-27 06:28:01.589,2025-10-27 06:39:01.589,15,1,8,65.7
3965,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-27 07:45:01.589,2025-10-27 07:49:01.589,16,1,9,65.7
3966,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-27 10:30:01.589,2025-10-27 10:35:01.589,16,1,10,65.7
3967,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-27 12:21:01.589,2025-10-27 12:36:01.589,17,1,11,65.7
3968,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,6,Kanakpura,2025-10-27 14:40:42.274,2025-10-27 14:48:42.274,20,1,12,65.7
3969,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,6,Kanakpura,2025-10-27 16:13:01.589,2025-10-27 16:15:01.589,20,1,13,65.7
3970,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-27 18:20:01.589,2025-10-27 18:35:01.589,22,1,14,65.7
3971,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-27 20:59:01.589,2025-10-27 21:04:01.589,24,1,15,65.7
3972,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-27 22:52:01.589,2025-10-27 23:01:01.589,26,1,16,65.7
3973,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-28 01:56:01.589,2025-10-28 02:00:01.589,28,1,17,65.7
3974,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-28 02:45:01.589,2025-10-28 02:56:01.589,27,1,18,65.7
3975,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-28 04:18:01.589,2025-10-28 04:32:01.589,28,1,19,65.7
3976,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,9,Bindayaka,2025-10-28 05:40:01.589,2025-10-28 05:55:01.589,32,1,20,65.7
3977,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-28 07:24:01.589,2025-10-28 07:34:01.589,37,1,21,65.7
3978,85,47622,Jodhpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-28 09:45:01.589,2025-10-28 10:00:01.589,36,1,22,65.7
3979,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-28 08:57:31.988,2025-10-28 09:11:31.988,3,1,1,65.8
3980,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-28 11:56:31.988,2025-10-28 12:07:31.988,3,1,2,65.8
3981,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-28 15:02:31.988,2025-10-28 15:08:31.988,3,1,3,65.8
3982,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-28 16:10:31.988,2025-10-28 16:16:31.988,3,1,4,65.8
3983,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,2,Bais Godam,2025-10-28 18:56:31.988,2025-10-28 18:58:31.988,8,1,5,65.8
3984,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-28 20:48:31.988,2025-10-28 21:01:31.988,11,1,6,65.8
3985,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-28 22:26:31.988,2025-10-28 22:28:31.988,10,1,7,65.8
3986,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-28 23:56:46.685,2025-10-29 00:04:46.685,15,1,8,65.8
3987,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-29 02:27:31.988,2025-10-29 02:35:31.988,15,1,9,65.8
3988,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-29 04:42:31.988,2025-10-29 04:44:31.988,15,1,10,65.8
3989,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-29 05:44:31.988,2025-10-29 05:49:31.988,16,1,11,65.8
3990,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-29 07:59:31.988,2025-10-29 08:02:31.988,16,1,12,65.8
3991,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-29 10:41:31.988,2025-10-29 10:55:31.988,18,1,13,65.8
3992,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-29 13:35:06.079,2025-10-29 13:45:06.079,23,1,14,65.8
3993,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-29 15:58:31.988,2025-10-29 16:11:31.988,23,1,15,65.8
3994,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-29 17:37:31.988,2025-10-29 17:50:31.988,22,1,16,65.8
3995,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,7,Getor Jagatpura,2025-10-29 20:27:16.412,2025-10-29 20:38:16.412,22,1,17,65.8
3996,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-29 22:09:31.988,2025-10-29 22:17:31.988,26,1,18,65.8
3997,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-30 00:55:31.988,2025-10-30 00:57:31.988,28,1,19,65.8
3998,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,9,Bindayaka,2025-10-30 02:39:31.988,2025-10-30 02:52:31.988,34,1,20,65.8
3999,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,9,Bindayaka,2025-10-30 05:17:31.988,2025-10-30 05:23:31.988,33,1,21,65.8
4000,345,28150,Bikaner MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-30 06:50:31.988,2025-10-30 06:57:31.988,35,1,22,65.8
4001,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,1,Jaipur Junction,2025-10-10 05:48:19.947,2025-10-10 05:58:19.947,1,1,1,65.8
4002,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,2,Bais Godam,2025-10-10 07:15:40.538,2025-10-10 07:29:40.538,6,1,2,65.8
4003,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-10 09:14:40.538,2025-10-10 09:25:40.538,11,1,3,65.8
4004,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-10 10:36:40.538,2025-10-10 10:45:40.538,12,1,4,65.8
4005,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,3,Dahar Ka Balaji,2025-10-10 13:39:40.538,2025-10-10 13:44:40.538,10,1,5,65.8
4006,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-10 14:45:40.538,2025-10-10 14:53:40.538,15,1,6,65.8
4007,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,4,Jaipur Gandhinagar,2025-10-10 17:07:40.538,2025-10-10 17:10:40.538,15,1,7,65.8
4008,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,5,Durgapura,2025-10-10 17:47:40.538,2025-10-10 17:54:40.538,17,1,8,65.8
4009,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,6,Kanakpura,2025-10-10 19:15:40.538,2025-10-10 19:21:40.538,20,1,9,65.8
4010,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,6,Kanakpura,2025-10-10 20:58:40.538,2025-10-10 21:13:40.538,20,1,10,65.8
4011,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,8,Sanganer,2025-10-10 23:45:40.538,2025-10-10 23:58:40.538,28,1,11,65.8
4012,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,9,Bindayaka,2025-10-11 02:43:40.538,2025-10-11 02:55:40.538,32,1,12,65.8
4013,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-11 04:48:40.538,2025-10-11 04:52:40.538,35,1,13,65.8
4014,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-11 06:00:40.538,2025-10-11 06:08:40.538,37,1,14,65.8
4015,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-11 08:20:40.538,2025-10-11 08:22:40.538,37,1,15,65.8
4016,86,64516,Sikar-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.19,10,Khatipura,2025-10-11 11:11:40.538,2025-10-11 11:13:40.538,38,1,16,65.8
4017,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-16 12:10:33.036,2025-10-16 12:18:33.036,4,1,1,66.2
4018,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-16 13:59:33.036,2025-10-16 14:12:33.036,2,1,2,66.2
4019,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-16 15:35:33.036,2025-10-16 15:38:33.036,1,1,3,66.2
4020,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-16 17:19:33.036,2025-10-16 17:29:33.036,1,1,4,66.2
4021,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-16 18:57:33.036,2025-10-16 19:08:33.036,15,1,5,66.2
4022,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-16 22:04:33.036,2025-10-16 22:08:33.036,14,1,6,66.2
4023,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-16 23:17:33.036,2025-10-16 23:21:33.036,14,1,7,66.2
4024,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-17 00:47:33.036,2025-10-17 00:56:33.036,16,1,8,66.2
4025,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-17 02:15:33.036,2025-10-17 02:26:33.036,18,1,9,66.2
4026,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-17 03:48:33.036,2025-10-17 03:53:33.036,22,1,10,66.2
4027,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-17 05:21:43.244,2025-10-17 05:34:43.244,24,1,11,66.2
4028,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-17 07:31:33.036,2025-10-17 07:40:33.036,23,1,12,66.2
4029,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,8,Sanganer,2025-10-17 10:38:33.036,2025-10-17 10:43:33.036,28,1,13,66.2
4030,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-17 13:13:33.036,2025-10-17 13:19:33.036,33,1,14,66.2
4031,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-17 15:10:33.036,2025-10-17 15:15:33.036,35,1,15,66.2
4032,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-17 18:12:33.036,2025-10-17 18:24:33.036,37,1,16,66.2
4033,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-17 21:21:33.036,2025-10-17 21:28:33.036,36,1,17,66.2
4034,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-17 23:11:33.036,2025-10-17 23:17:33.036,37,1,18,66.2
4035,235,30528,Chittorgarh-Udaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-18 02:00:33.036,2025-10-18 02:02:33.036,38,1,19,66.2
4036,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-19 19:26:56.665,2025-10-19 19:41:56.665,3,1,1,66.2
4037,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-19 21:33:56.665,2025-10-19 21:46:56.665,1,1,2,66.2
4038,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-19 23:35:56.665,2025-10-19 23:47:56.665,4,1,3,66.2
4039,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-20 01:35:56.665,2025-10-20 01:47:56.665,2,1,4,66.2
4040,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,2,Bais Godam,2025-10-20 04:44:56.665,2025-10-20 04:57:56.665,6,1,5,66.2
4041,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-20 06:49:56.665,2025-10-20 06:59:56.665,10,1,6,66.2
4042,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-20 09:41:56.665,2025-10-20 09:53:56.665,11,1,7,66.2
4043,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-20 10:30:56.665,2025-10-20 10:40:56.665,12,1,8,66.2
4044,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-20 12:43:56.665,2025-10-20 12:58:56.665,13,1,9,66.2
4045,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-20 13:32:56.665,2025-10-20 13:41:56.665,17,1,10,66.2
4046,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-20 16:29:56.665,2025-10-20 16:43:56.665,18,1,11,66.2
4047,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-20 18:01:56.665,2025-10-20 18:12:56.665,21,1,12,66.2
4048,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-20 20:11:56.665,2025-10-20 20:16:56.665,20,1,13,66.2
4049,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-20 20:46:56.665,2025-10-20 20:57:56.665,21,1,14,66.2
4050,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-20 23:45:56.665,2025-10-20 23:59:56.665,20,1,15,66.2
4051,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-21 02:45:56.665,2025-10-21 02:49:56.665,22,1,16,66.2
4052,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-21 04:57:23.948,2025-10-21 05:01:23.948,25,1,17,66.2
4053,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,8,Sanganer,2025-10-21 07:01:56.665,2025-10-21 07:11:56.665,27,1,18,66.2
4054,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,8,Sanganer,2025-10-21 08:59:56.665,2025-10-21 09:13:56.665,28,1,19,66.2
4055,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 10:15:56.665,2025-10-21 10:19:56.665,31,1,20,66.2
4056,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 12:21:56.665,2025-10-21 12:32:56.665,30,1,21,66.2
4057,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 14:00:56.665,2025-10-21 14:05:56.665,33,1,22,66.2
4058,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 16:29:56.665,2025-10-21 16:33:56.665,34,1,23,66.2
4059,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 18:35:56.665,2025-10-21 18:38:56.665,32,1,24,66.2
4060,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-21 19:34:56.665,2025-10-21 19:43:56.665,30,1,25,66.2
4061,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-21 22:16:56.665,2025-10-21 22:22:56.665,38,1,26,66.2
4062,433,64092,Abu Road MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-22 01:21:56.665,2025-10-22 01:35:56.665,37,1,27,66.2
4063,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,2,Bais Godam,2025-10-07 23:39:57.424,2025-10-07 23:46:57.424,9,1,1,66.3
4064,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,2,Bais Godam,2025-10-08 01:24:57.424,2025-10-08 01:36:57.424,6,1,2,66.3
4065,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-08 02:10:57.424,2025-10-08 02:22:57.424,10,1,3,66.3
4066,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-08 05:01:57.424,2025-10-08 05:08:57.424,12,1,4,66.3
4067,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,3,Dahar Ka Balaji,2025-10-08 07:50:16.908,2025-10-08 07:58:16.908,12,1,5,66.3
4068,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-08 10:19:57.424,2025-10-08 10:21:57.424,15,1,6,66.3
4069,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-08 12:23:57.424,2025-10-08 12:25:57.424,14,1,7,66.3
4070,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-08 13:38:57.424,2025-10-08 13:43:57.424,18,1,8,66.3
4071,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,5,Durgapura,2025-10-08 16:15:57.424,2025-10-08 16:28:57.424,18,1,9,66.3
4072,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-08 19:00:57.424,2025-10-08 19:10:57.424,25,1,10,66.3
4073,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-08 19:58:57.424,2025-10-08 20:12:57.424,22,1,11,66.3
4074,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-08 21:19:57.424,2025-10-08 21:32:57.424,32,1,12,66.3
4075,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-08 22:30:57.424,2025-10-08 22:44:57.424,36,1,13,66.3
4076,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-09 00:46:57.424,2025-10-09 00:59:57.424,36,1,14,66.3
4077,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-09 02:24:57.424,2025-10-09 02:37:57.424,37,1,15,66.3
4078,391,75591,Ajmer-Jaipur Passenger,PASSENGER,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-09 05:11:57.424,2025-10-09 05:15:57.424,38,1,16,66.3
4079,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-25 11:41:16.238,2025-10-25 11:53:16.238,4,1,1,66.4
4080,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-25 13:00:16.238,2025-10-25 13:08:16.238,3,1,2,66.4
4081,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-25 15:23:16.238,2025-10-25 15:35:16.238,4,1,3,66.4
4082,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,1,Jaipur Junction,2025-10-25 17:40:16.238,2025-10-25 17:47:16.238,3,1,4,66.4
4083,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,2,Bais Godam,2025-10-25 19:59:16.238,2025-10-25 20:05:16.238,6,1,5,66.4
4084,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,4,Jaipur Gandhinagar,2025-10-25 22:43:16.238,2025-10-25 22:45:16.238,15,1,6,66.4
4085,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-26 00:28:16.238,2025-10-26 00:30:16.238,19,1,7,66.4
4086,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-26 03:15:16.238,2025-10-26 03:29:16.238,19,1,8,66.4
4087,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,6,Kanakpura,2025-10-26 04:55:32.317,2025-10-26 04:59:32.317,20,1,9,66.4
4088,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,7,Getor Jagatpura,2025-10-26 06:13:16.238,2025-10-26 06:17:16.238,25,1,10,66.4
4089,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,8,Sanganer,2025-10-26 07:18:16.238,2025-10-26 07:22:16.238,29,1,11,66.4
4090,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,8,Sanganer,2025-10-26 08:35:16.238,2025-10-26 08:43:16.238,28,1,12,66.4
4091,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-26 09:31:16.238,2025-10-26 09:34:16.238,34,1,13,66.4
4092,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-26 11:28:16.238,2025-10-26 11:32:16.238,31,1,14,66.4
4093,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-26 14:13:16.238,2025-10-26 14:20:16.238,32,1,15,66.4
4094,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,9,Bindayaka,2025-10-26 15:48:16.238,2025-10-26 15:59:16.238,33,1,16,66.4
4095,144,90387,Bharatpur MEMU,MEMU,3,MEMU/PASSENGER (Medium),5.21,10,Khatipura,2025-10-26 16:43:16.238,2025-10-26 16:56:16.238,36,1,17,66.4
